2_10/out:==== RAMD ==== GROMACS will be stopped after 518900 steps.
2_11/out:==== RAMD ==== GROMACS will be stopped after 857900 steps.
2_12/out:==== RAMD ==== GROMACS will be stopped after 597150 steps.
2_13/out:==== RAMD ==== GROMACS will be stopped after 598450 steps.
2_14/out:==== RAMD ==== GROMACS will be stopped after 658250 steps.
2_15/out:==== RAMD ==== GROMACS will be stopped after 1015050 steps.
2_16/out:==== RAMD ==== GROMACS will be stopped after 759500 steps.
2_17/out:==== RAMD ==== GROMACS will be stopped after 602150 steps.
2_18/out:==== RAMD ==== GROMACS will be stopped after 482300 steps.
2_19/out:==== RAMD ==== GROMACS will be stopped after 648350 steps.
2_1/out:==== RAMD ==== GROMACS will be stopped after 1895200 steps.
2_20/out:==== RAMD ==== GROMACS will be stopped after 522750 steps.
2_2/out:==== RAMD ==== GROMACS will be stopped after 907550 steps.
2_3/out:==== RAMD ==== GROMACS will be stopped after 681900 steps.
2_4/out:==== RAMD ==== GROMACS will be stopped after 1256700 steps.
2_5/out:==== RAMD ==== GROMACS will be stopped after 1071550 steps.
2_6/out:==== RAMD ==== GROMACS will be stopped after 839650 steps.
2_7/out:==== RAMD ==== GROMACS will be stopped after 597100 steps.
2_8/out:==== RAMD ==== GROMACS will be stopped after 613750 steps.
2_9/out:==== RAMD ==== GROMACS will be stopped after 1309950 steps.
